,timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,timestamp_to_date,mvrv_ratio
0,1696077000,26945.80000000,26954.40000000,26928.50000000,26928.50000000,163.44348000,1696077899999,4403516.77676990,5809,65.83818000,1774010.52190340,0,2023-09-30 12:30:00,0.9995990987145175
1,1696077900,26928.50000000,26939.51000000,26909.94000000,26928.06000000,168.28428000,1696078799999,4531448.99956200,6212,65.90921000,1774810.14369230,0,2023-09-30 12:45:00,1.0000578426403504
2,1696078800,26928.05000000,26928.06000000,26903.01000000,26918.49000000,214.07386000,1696079699999,5761670.94123020,6513,96.67808000,2601986.65159670,0,2023-09-30 13:00:00,0.9999661025165771
3,1696079700,26918.50000000,26931.60000000,26913.72000000,26931.60000000,155.03306000,1696080599999,4173585.89004040,5804,85.69762000,2307068.55898070,0,2023-09-30 13:15:00,1.0002876631151074
4,1696080600,26931.60000000,26943.69000000,26931.59000000,26935.98000000,100.32592000,1696081499999,2702388.07948420,5133,50.16005000,1351099.20085050,0,2023-09-30 13:30:00,1.000009838238933
5,1696081500,26935.98000000,26979.00000000,26928.20000000,26973.39000000,225.53436000,1696082399999,6080692.97690940,6887,135.36131000,3649192.32552150,0,2023-09-30 13:45:00,1.0007140831877699
6,1696082400,26973.40000000,27000.00000000,26957.26000000,26994.13000000,364.48002000,1696083299999,9836057.19039450,10316,237.02878000,6396581.97046650,0,2023-09-30 14:00:00,1.0004793152713107
7,1696083300,26994.12000000,27006.41000000,26963.30000000,26978.66000000,308.94908000,1696084199999,8337973.87924460,8198,164.48930000,4439399.13779650,0,2023-09-30 14:15:00,0.9997419922404978
8,1696084200,26978.66000000,26995.11000000,26964.19000000,26994.12000000,154.03487000,1696085099999,4154966.62474960,5354,73.20280000,1974637.22464450,0,2023-09-30 14:30:00,1.0004113698170183
9,1696085100,26994.12000000,27004.89000000,26988.23000000,26992.38000000,128.74627000,1696085999999,3475859.80539690,5425,72.93664000,1969155.21806080,0,2023-09-30 14:45:00,0.99990646383086
10,1696086000,26992.39000000,27027.80000000,26979.73000000,27021.75000000,170.31748000,1696086899999,4599118.10207920,7456,99.87585000,2697191.39012080,0,2023-09-30 15:00:00,1.0006047860582048
11,1696086900,27021.75000000,27070.24000000,27007.76000000,27016.41000000,463.42920000,1696087799999,12532807.78028320,12574,276.87394000,7487703.11229720,0,2023-09-30 15:15:00,0.9995327248026566
