Tipo de Operação,Preço de Compra,Saldo,Ativo em Carteira,high real,Lucro,Valor Previsto,Valor Real,Diferença
(Periodo atual: 3),,1039.5744820251332,,27755.01,39.57448202513319,27828.882355185564,27744.0,84.88235518556394
Compra (0),27714.99,0.0,0.037509466250037725,27744.01,,,,
(Periodo atual: 3),,1042.3888172778734,,27827.63,42.388817277873386,27779.517183643897,27790.02,-10.502816356103722
Compra (0),27788.6,0.0,0.03751138298719164,27817.9,,,,
(Periodo atual: 3),,1100.228744047314,,29350.0,100.22874404731397,27850.501411545993,29330.53,-1480.0285884540062
Compra (0),28246.43,0.0,0.038951072544293704,30000.0,,,,
(Periodo atual: 3),,1098.7178319433208,,28214.72,98.71783194332079,29923.389112911573,28207.64,1715.7491129115733
Compra (0),28244.93,0.0,0.038899647899404276,28399.99,,,,
(Periodo atual: 3),,1093.5694635438347,,28188.23,93.56946354383467,28462.86148319752,28112.58,350.28148319751926
Compra (0),28057.28,0.0,0.03897631785917362,28148.91,,,,
(Periodo atual: 3),,1095.482421224363,,28182.54,95.48242122436295,28169.709151688094,28106.36,63.349151688093116
Compra (0),28094.38,0.0,0.03899293813297759,28137.22,,,,
(Periodo atual: 3),,1097.7128172855694,,28241.63,97.71281728556937,28165.50070174207,28151.58,13.92070174206674
Compra (0),28189.91,0.0,0.03893991918688529,28192.1,,,,
(Periodo atual: 3),,1104.6012889897295,,28437.0,104.60128898972948,28241.330424291886,28366.81,-125.47957570811559
Compra (0),28367.59,0.0,0.03893884848835342,28379.99,,,,
(Periodo atual: 3),,1113.1775703692895,,28743.02,113.17757036928947,28428.276624002385,28587.84,-159.56337599761537
Compra (0),28459.31,0.0,0.039114706940164376,28589.15,,,,
(Periodo atual: 3),,1118.710736813045,,28643.0,118.71073681304506,28612.77252319871,28600.77,12.002523198709241
Compra (0),28470.0,0.0,0.03929437080481366,28600.77,,,,
(Periodo atual: 3),,1114.3372733424692,,28370.0,114.33727334246919,28612.798446479785,28358.7,254.0984464797839
Compra (0),28383.83,0.0,0.03925958101293832,28453.54,,,,
(Periodo atual: 3),,1115.3065923976785,,28453.81,115.30659239767851,28484.777950286254,28408.52,76.25795028625362
Compra (0),28501.75,0.0,0.03913116185489237,28504.12,,,,
(Periodo atual: 3),,1113.9276102539122,,28538.25,113.92761025391223,28564.826019954824,28466.51,98.3160199548256
Compra (0),28504.62,0.0,0.03907884442079608,28504.63,,,,
(Periodo atual: 3),,1107.6515478399326,,28466.0,107.65154783993262,28550.417433929688,28344.02,206.3974339296874
Compra (0),28329.99,0.0,0.03909819762872958,28414.35,,,,
(Periodo atual: 3),,1108.5848218173305,,28357.17,108.58482181733052,28438.599337742162,28353.86,84.7393377421613
Compra (0),28389.99,0.0,0.03904844002471753,28418.96,,,,
(Periodo atual: 3),,1106.632790300495,,28360.11,106.63279030049489,28458.89438389583,28340.0,118.89438389582938
Compra (0),28378.82,0.0,0.03899502482134546,28386.64,,,,
(Periodo atual: 3),,1102.8725000569725,,28347.63,102.87250005697251,28429.11495792045,28282.39,146.72495792045083
Compra (0),28310.55,0.0,0.03895623716448365,28310.55,,,,
(Periodo atual: 3),,1099.4346121272067,,28222.31,99.43461212720672,28351.87685926581,28222.3,129.57685926580962
Compra (0),28192.37,0.0,0.03899759446003322,28244.95,,,,
(Periodo atual: 3),,1099.9006333810041,,28208.01,99.90063338100413,28269.023603397327,28204.32,64.70360339732724
Compra (0),28181.01,0.0,0.03902985142764593,28204.32,,,,
(Periodo atual: 3),,1097.7828736425402,,28181.55,97.78287364254015,28237.36167348386,28126.75,110.61167348386152
Compra (0),28181.76,0.0,0.038953666259401123,28181.77,,,,
(Periodo atual: 3),,1099.2541536171577,,28275.38,99.25415361715773,28229.499323034463,28219.53,9.969323034463741
Compra (0),28335.81,0.0,0.03879381438600688,28342.42,,,,
(Periodo atual: 3),,1101.2663887693598,,28467.89,101.26638876935976,28408.61586152811,28387.68,20.935861528108944
Compra (0),28384.99,0.0,0.03879749081360817,28408.1,,,,
(Periodo atual: 3),,1101.6760902723515,,28410.0,101.67609027235153,28444.146757010014,28395.55,48.5967570100147
Compra (0),28372.64,0.0,0.0388288185474581,28421.99,,,,
(Periodo atual: 3),,1105.763988289028,,28609.38,105.76398828902802,28443.237665380566,28477.92,-34.68233461943237
Compra (0),28477.98,0.0,0.038828736739369436,28485.07,,,,
(Periodo atual: 3),,1105.529074431755,,28489.99,105.5290744317549,28531.348534284505,28471.93,59.41853428450486
Compra (0),28457.35,0.0,0.038848630474438234,28488.0,,,,
(Periodo atual: 3),,1103.8045837249945,,28451.98,103.80458372499447,28515.441730111266,28412.96,102.4817301112671
Compra (0),28353.58,0.0,0.03892998992455254,28415.0,,,,
(Periodo atual: 3),,1100.2942665334974,,28397.26,100.29426653349742,28445.333676739392,28263.41,181.92367673939225
Compra (0),28234.18,0.0,0.038970292975871706,28286.42,,,,
(Periodo atual: 3),,1106.101229889832,,28448.62,106.10122988983198,28311.403915170646,28383.19,-71.78608482935306
Compra (0),28426.29,0.0,0.038911206136637316,28510.0,,,,
(Periodo atual: 3),,1107.5152631208375,,28580.34,107.51526312083752,28558.12884889214,28462.63,95.49884889213718
Compra (0),28483.17,0.0,0.03888314619197363,28543.19,,,,
(Periodo atual: 3),,1108.8205703385022,,28569.94,108.8205703385022,28578.31696900218,28516.74,61.576969002177066
Compra (0),28553.54,0.0,0.03883303332401174,28554.62,,,,
(Periodo atual: 3),,1104.0631354259774,,28510.51,104.0631354259774,28599.876889540683,28431.03,168.84688954068406
Compra (0),28429.41,0.0,0.0388352461562156,28446.1,,,,
(Periodo atual: 3),,1104.4099341741523,,28487.36,104.40993417415234,28484.3260635044,28438.34,45.98606350439877
Compra (0),28465.56,0.0,0.038798110213681104,28478.57,,,,
(Periodo atual: 3),,1102.9270704017854,,28449.88,102.92707040178539,28517.8849137077,28427.34,90.5449137077012
Compra (0),28477.99,0.0,0.03872910519323117,28481.4,,,,
(Periodo atual: 3),,1104.5385884688756,,28530.01,104.53858846887556,28529.215916301666,28519.6,9.615916301667312
Compra (0),28512.41,0.0,0.03873887154642051,28527.0,,,,
(Periodo atual: 3),,1106.1536120236458,,28556.56,106.15361202364579,28560.86135855055,28554.1,6.761358550553268
Compra (0),28488.22,0.0,0.03882845653479388,28555.96,,,,
(Periodo atual: 3),,1104.6971566190255,,28458.88,104.69715661902546,28574.979944264534,28450.71,124.2699442645353
Compra (0),28399.7,0.0,0.03889819810135408,28484.83,,,,
(Periodo atual: 3),,1106.17256527301,,28443.31,106.17256527300992,28499.651332228575,28437.63,62.021332228574465
Compra (0),28416.03,0.0,0.03892776595720831,28443.31,,,,
(Periodo atual: 3),,1106.2722203538606,,28432.28,106.27222035386058,28467.502060276784,28418.59,48.91206027678345
Compra (0),28337.24,0.0,0.03903951903410002,28418.6,,,,
(Periodo atual: 3),,1106.6259183963095,,28417.78,106.62591839630954,28433.027881396796,28346.3,86.72788139679687
Compra (0),28333.77,0.0,0.03905678342120761,28379.06,,,,
(Periodo atual: 3),,1111.6704925429926,,28473.38,111.67049254299263,28403.07381493469,28462.93,-59.856185065309546
Compra (0),28461.9,0.0,0.03905819683657776,28508.83,,,,
(Periodo atual: 3),,1112.2801909956115,,28477.52,112.28019099561152,28539.651357078634,28477.51,62.14135707863534
Compra (0),28499.99,0.0,0.03902738881647367,28500.0,,,,
(Periodo atual: 3),,1111.6233600418302,,28498.7,111.62336004183021,28541.508807752976,28483.16,58.34880775297643
Compra (0),28509.99,0.0,0.03899066116971034,28515.71,,,,
(Periodo atual: 3),,1119.0736955781383,,28755.37,119.07369557813831,28561.328211295237,28701.07,-139.74178870476317
Compra (0),28746.65,0.0,0.03892883851085738,28860.71,,,,
(Periodo atual: 3),,1116.4884314126323,,28742.23,116.48843141263228,28891.782165811386,28680.24,211.54216581138462
Compra (0),28660.0,0.0,0.03895633047496972,28694.97,,,,
(Periodo atual: 3),,1113.0236553801885,,28600.0,113.02365538018853,28723.674192853,28571.06,152.6141928529978
Compra (0),28561.44,0.0,0.03896945165860645,28599.26,,,,
(Periodo atual: 3),,1111.5170963790667,,28535.67,111.51709637906674,28627.42589274196,28522.78,104.6458927419626
Compra (0),28528.53,0.0,0.03896159726347859,28535.58,,,,
(Periodo atual: 3),,1112.772439042896,,28599.0,112.77243904289594,28574.831667530183,28560.75,14.08166753018304
Compra (0),28560.01,0.0,0.03896260677229791,28598.53,,,,
(Periodo atual: 3),,1105.2277198675083,,28418.48,105.22771986750831,28625.196316223726,28366.37,258.8263162237272
Compra (0),28392.24,0.0,0.03892710542977617,28404.42,,,,
(Periodo atual: 3),,1103.4156631097521,,28402.01,103.41566310975213,28451.16360285116,28345.69,105.47360285116156
Compra (0),28372.05,0.0,0.03889093890324288,28394.27,,,,
(Periodo atual: 3),,1103.530391379517,,28383.76,103.53039137951691,28427.217152773264,28375.0,52.21715277326439
Compra (0),28344.12,0.0,0.03893330932057573,28405.29,,,,
(Periodo atual: 3),,1103.9746204388648,,28376.3,103.9746204388648,28425.117811201384,28355.53,69.5878112013852
Compra (0),28306.03,0.0,0.03900139371147649,28384.65,,,,
(Periodo atual: 3),,1103.0834385925577,,28362.7,103.08343859255774,28402.97571778728,28283.18,119.79571778728132
Compra (0),28188.68,0.0,0.03913214235617126,28292.36,,,,
(Periodo atual: 3),,1106.2856218015631,,28285.61,106.28562180156314,28320.5680880915,28270.51,50.058088091500395
Compra (0),28225.23,0.0,0.03919491964464287,28275.0,,,,
(Periodo atual: 3),,1110.0005162854825,,28368.69,110.00051628548249,28302.57952651171,28320.01,-17.430473488289863
Compra (0),28350.43,0.0,0.03915286351161102,28357.76,,,,
(Periodo atual: 3),,1112.0517348048556,,28437.41,112.05173480485564,28404.579970785097,28402.82,1.7599707850968116
Compra (0),28357.88,0.0,0.039214910804504975,28411.47,,,,
(Periodo atual: 3),,1111.5478232010175,,28364.54,111.54782320101754,28435.94728257903,28345.03,90.91728257903014
Compra (0),28338.54,0.0,0.03922389167547155,28364.28,,,,
(Periodo atual: 3),,1109.2077258236588,,28292.87,109.20772582365885,28393.25064795438,28278.88,114.37064795437982
Compra (0),28294.18,0.0,0.03920268146394979,28294.18,,,,
(Periodo atual: 3),,1108.9101774713474,,28305.64,108.91017747134742,28335.31279166672,28286.59,48.722791666721605
Compra (0),28237.4,0.0,0.03927097315869547,28286.6,,,,
(Periodo atual: 3),,1110.4515631678262,,28276.65,110.45156316782618,28317.303811519836,28276.65,40.65381151983456
Compra (0),28284.0,0.0,0.039260768037329453,28284.01,,,,
(Periodo atual: 3),,1111.4821583288062,,28339.61,111.48215832880624,28321.492252773965,28310.25,11.242252773965447
Compra (0),28312.39,0.0,0.0392578005010812,28315.33,,,,
(Periodo atual: 3),,1112.3693846201309,,28335.0,112.36938462013086,28347.152353289915,28334.99,12.16235328991388
Compra (0),28311.43,0.0,0.03929046977210727,28357.54,,,,
(Periodo atual: 3),,1113.4919133415199,,28350.95,113.49191334151988,28380.544958923183,28340.0,40.544958923183
Compra (0),28328.95,0.0,0.03930579542628724,28349.45,,,,
(Periodo atual: 3),,1115.853012472777,,28404.38,115.85301247277698,28377.8553993917,28389.02,-11.164600608299224
Compra (0),28130.48,0.0,0.039667044873488724,28408.37,,,,
(Periodo atual: 3),,1117.9617125782518,,28234.56,117.96171257825176,28403.188639398206,28183.64,219.54863939820643
Compra (0),28212.42,0.0,0.039626579803443016,28227.44,,,,
(Periodo atual: 3),,1119.252746548248,,28260.32,119.25274654824807,28266.09978027716,28245.0,21.09978027715988
Compra (0),28240.94,0.0,0.03963227663626806,28262.23,,,,
(Periodo atual: 3),,1119.95423784471,,28276.44,119.95423784470995,28292.395524390402,28258.64,33.75552439040257
Compra (0),28277.07,0.0,0.0396064457118333,28285.33,,,,
(Periodo atual: 3),,1122.5460836520922,,28349.39,122.5460836520922,28318.018070408823,28342.51,-24.491929591174994
Compra (0),28308.01,0.0,0.039654715525820866,28348.11,,,,
(Periodo atual: 3),,1122.6690132702224,,28326.16,122.66901327022242,28370.54714328533,28311.11,59.43714328532951
Compra (0),28306.75,0.0,0.03966082341739064,28313.57,,,,
(Periodo atual: 3),,1120.8426323518518,,28265.0,120.84263235185176,28346.627239364854,28260.7,85.92723936485345
Compra (0),28318.15,0.0,0.039580362147663306,28318.16,,,,
(Periodo atual: 3),,1122.2441729755005,,28375.47,122.24417297550053,28364.07172547614,28353.56,10.511725476138963
Compra (0),28348.43,0.0,0.03958752470508951,28360.0,,,,
(Periodo atual: 3),,1122.7025965115854,,28368.01,122.7025965115854,28396.592824397198,28360.01,36.58282439719915
Compra (0),28404.26,0.0,0.039525852689405935,28410.0,,,,
(Periodo atual: 3),,1122.8863917265912,,28498.35,122.88639172659123,28465.629225337878,28408.91,56.719225337878015
Compra (0),28443.46,0.0,0.039477841012541766,28448.81,,,,
(Periodo atual: 3),,1122.2507984862893,,28450.71,122.25079848628934,28490.885199031363,28427.36,63.52519903136272
Compra (0),28430.28,0.0,0.03947378634632826,28445.0,,,,
(Periodo atual: 3),,1122.6348784274392,,28573.74,122.63487842743916,28477.311829502745,28440.01,37.30182950274684
Compra (0),28457.11,0.0,0.039450066378048904,28487.06,,,,
(Periodo atual: 3),,1126.128970806543,,28553.62,126.12897080654307,28527.361573559312,28545.68,-18.3184264406882
Compra (0),28474.95,0.0,0.03954805788268436,28587.3,,,,
(Periodo atual: 3),,1126.887107076154,,28592.98,126.88710707615405,28605.131385329943,28494.12,111.01138532994446
Compra (0),28573.22,0.0,0.03943857594895339,28605.28,,,,
(Periodo atual: 3),,1128.5159202628458,,28723.12,128.51592026284584,28666.816126783437,28614.52,52.29612678343619
Compra (0),28712.83,0.0,0.03930354201459228,28747.66,,,,
(Periodo atual: 3),,1129.1911551146563,,28916.89,129.19115511465634,28809.622693465077,28730.01,79.61269346507834
Compra (0),28646.23,0.0,0.039418490849045626,28749.55,,,,
(Periodo atual: 3),,1128.7374482849839,,28684.08,128.73744828498388,28771.854309215905,28634.72,137.13430921590407
Compra (0),28501.48,0.0,0.039602766182141556,28654.77,,,,
(Periodo atual: 3),,1134.1491662837736,,28646.97,134.14916628377364,28668.378361747727,28638.13,30.24836174772645
Compra (0),28661.47,0.0,0.039570516316287115,28671.17,,,,
(Periodo atual: 3),,1136.12294363763,,28712.57,136.12294363763,28718.43926695343,28711.35,7.089266953433253
Compra (0),28730.91,0.0,0.03954357671363803,28764.6,,,,
(Periodo atual: 3),,1135.6919186514513,,28766.36,135.69191865145126,28801.835860060663,28720.01,81.82586006066413
Compra (0),28833.68,0.0,0.03938768546545052,28882.07,,,,
(Periodo atual: 3),,1128.1306646726487,,28700.93,128.13066467264866,28945.275186598155,28641.71,303.5651865981563
Compra (0),28642.28,0.0,0.03938690162489329,28653.43,,,,
(Periodo atual: 3),,1129.5734068791685,,28690.0,129.5734068791685,28688.74491181629,28678.91,9.834911816291424
Compra (0),28676.88,0.0,0.03938968977375393,28704.99,,,,
(Periodo atual: 3),,1128.6036327169386,,28668.41,128.6036327169386,28731.858490145292,28652.26,79.59849014529391
Compra (0),28661.32,0.0,0.03937723847739527,28668.21,,,,
(Periodo atual: 3),,1129.6109024771904,,28723.52,129.6109024771904,28704.031677644187,28686.9,17.1316776441854
Compra (0),28658.92,0.0,0.039415682882578636,28691.31,,,,
(Periodo atual: 3),,1128.161981974427,,28639.4,128.1619819744269,28716.430155394213,28622.16,94.27015539421336
Compra (0),28624.1,0.0,0.039413011482437074,28659.3,,,,
(Periodo atual: 3),,1134.2851874383384,,28836.39,134.28518743833843,28685.08688439048,28779.46,-94.37311560952003
Compra (0),28911.47,0.0,0.039233051361218865,28945.0,,,,
(Periodo atual: 3),,1149.54331344323,,29400.0,149.5433134432301,29018.68671778047,29300.38,-281.6932822195304
Compra (0),29206.41,0.0,0.039359281522214816,29343.6,,,,
(Periodo atual: 3),,1152.9746556063367,,29325.0,152.97465560633668,29364.030431931795,29293.59,70.44043193179459
Compra (0),29254.57,0.0,0.039411779274360785,29305.03,,,,
(Periodo atual: 3),,1148.8545482009952,,29292.0,148.85454820099517,29341.330696768782,29150.03,191.30069676878338
Compra (0),29202.38,0.0,0.03934112727116746,29210.89,,,,
(Periodo atual: 3),,1148.8730385308127,,29212.09,148.87303853081266,29253.304113086375,29202.85,50.45411308637631
Compra (0),29246.56,0.0,0.03928233058967662,29265.0,,,,
(Periodo atual: 3),,1148.7638336517732,,29313.2,148.7638336517732,29311.862247840178,29243.78,68.08224784017875
Compra (0),29323.39,0.0,0.039175683086156585,29366.0,,,,
(Periodo atual: 3),,1159.5614354239794,,29680.0,159.56143542397945,29415.965019499963,29599.01,-183.0449805000353
Compra (0),29816.38,0.0,0.03889008107033716,29841.26,,,,
(Periodo atual: 3),,1158.2990633924362,,29816.51,158.2990633924362,29952.647736879368,29783.92,168.72773687936933
Compra (0),29753.37,0.0,0.03893001241178516,29829.47,,,,
(Periodo atual: 3),,1161.6723489679175,,30000.0,161.67234896791751,29853.75029632767,29840.02,13.730296327670658
Compra (0),29999.71,0.0,0.03872278595252813,30207.55,,,,
(Periodo atual: 3),,1160.0533492872426,,29994.04,160.05334928724255,30304.410912387804,29957.9,346.5109123878028
Compra (0),29903.0,0.0,0.038793878516779005,30038.3,,,,
(Periodo atual: 3),,1148.2157851966326,,29885.78,148.21578519663262,30066.623033507047,29597.86,468.7630335070462
Compra (0),29619.99,0.0,0.03876489442422609,29689.99,,,,
(Periodo atual: 3),,1144.1462465799773,,29544.45,144.1462465799773,29739.282375541294,29515.01,224.27237554129533
Compra (0),29564.09,0.0,0.038700539965207024,29630.0,,,,
(Periodo atual: 3),,1142.632668461938,,29575.07,142.632668461938,29681.211745630902,29524.98,156.23174563090288
Compra (0),29571.4,0.0,0.03863978940672197,29575.0,,,,
(Periodo atual: 3),,1142.9649706508358,,29600.0,142.96497065083577,29632.913652349085,29580.0,52.91365234908517
Compra (0),29487.94,0.0,0.0387604210619947,29597.98,,,,
(Periodo atual: 3),,1145.685952209388,,29565.19,145.685952209388,29610.619681924865,29558.14,52.47968192486587
Compra (0),29561.61,0.0,0.03875587128743624,29592.71,,,,
(Periodo atual: 3),,1142.5226979949075,,29480.0,142.5226979949075,29626.70585463619,29479.99,146.71585463618976
Compra (0),29495.63,0.0,0.038735321062642415,29500.0,,,,
(Periodo atual: 3),,1143.2695149849953,,29517.39,143.26951498499534,29539.764250689863,29514.91,24.854250689862965
Compra (0),29500.95,0.0,0.03875365081412616,29539.78,,,,
(Periodo atual: 3),,1140.7772677011387,,29482.89,140.77726770113873,29567.416703302057,29436.64,130.77670330205729
Compra (0),29420.0,0.0,0.03877556994225489,29476.83,,,,
(Periodo atual: 3),,1147.175236741611,,29621.28,147.1752367416109,29502.079438912588,29585.0,-82.92056108741235
Compra (0),29628.06,0.0,0.038719215390464676,29641.36,,,,
(Periodo atual: 3),,1146.6006435852164,,29642.45,146.6006435852164,29689.9749750068,29613.22,76.75497500679921
Compra (0),29617.48,0.0,0.03871364625164654,29640.0,,,,
(Periodo atual: 3),,1147.2649697548945,,29642.37,147.26496975489454,29671.43642642921,29634.64,36.79642642920953
Compra (0),29633.69,0.0,0.03871488733785413,29642.85,,,,
(Periodo atual: 3),,1151.8588782864042,,29769.71,151.8588782864042,29677.89702735168,29752.35,-74.4529726483197
Compra (0),29685.12,0.0,0.03880256769338996,29752.36,,,,
(Periodo atual: 3),,1151.942303806945,,29696.19,151.9423038069449,29773.850463726492,29687.27,86.58046372649187
Compra (0),29616.36,0.0,0.03889547209066019,29687.27,,,,
(Periodo atual: 3),,1150.9738065518873,,29618.53,150.97380655188726,29702.739465367675,29591.46,111.27946536767558
Compra (0),29560.15,0.0,0.038936670028801856,29591.47,,,,
(Periodo atual: 3),,1149.4435954197552,,29539.35,149.44359541975518,29618.50675311945,29520.85,97.65675311945233
Compra (0),29474.01,0.0,0.03899854805707657,29520.86,,,,
(Periodo atual: 3),,1152.1953329706625,,29547.47,152.19533297066255,29542.811845308795,29544.57,-1.758154691204254
Compra (0),29596.73,0.0,0.03892981869857456,29613.19,,,,
(Periodo atual: 3),,1151.9613647602841,,29627.8,151.96136476028414,29657.485976832002,29590.72,66.76597683200089
Compra (0),29577.32,0.0,0.03894745584658394,29595.8,,,,
(Periodo atual: 3),,1151.8686698153692,,29574.95,151.86866981536923,29621.1779103989,29574.94,46.23791039890057
Compra (0),29562.64,0.0,0.03896366054639806,29584.91,,,,
(Periodo atual: 3),,1156.0557047776852,,29680.67,156.05570477768515,29610.295776130664,29670.1,-59.80422386933424
Compra (0),29685.93,0.0,0.03894288320351376,29730.88,,,,
(Periodo atual: 3),,1157.2360635675839,,29719.8,157.23606356758387,29768.91177029715,29716.24,52.671770297147305
Compra (0),29704.99,0.0,0.03895763181767049,29723.63,,,,
(Periodo atual: 3),,1157.1971059357663,,29704.0,157.19710593576633,29751.764102157875,29703.99,47.77410215787313
Compra (0),29675.0,0.0,0.038995690174752025,29719.43,,,,
(Periodo atual: 3),,1157.554306457767,,29684.16,157.5543064577671,29744.469370702227,29684.16,60.30937070222717
Compra (0),29732.02,0.0,0.03893291833039824,29734.65,,,,
(Periodo atual: 3),,1159.1840384190775,,29830.07,159.18403841907752,29783.79711651987,29773.88,9.917116519867704
Compra (0),29769.71,0.0,0.03893837186922807,29800.0,,,,
(Periodo atual: 3),,1161.9556717287292,,29850.0,161.95567172872916,29829.33636166544,29840.89,-11.553638334560674
Compra (0),29792.49,0.0,0.03900162999899401,29850.1,,,,
(Periodo atual: 3),,1160.946699560655,,29775.43,160.9466995606549,29873.458058872693,29766.62,106.83805887269409
Compra (0),29818.69,0.0,0.038933524563307606,29820.0,,,,
(Periodo atual: 3),,1158.0753521241109,,29755.04,158.07535212411085,29865.228493769988,29744.94,120.28849376998915
Compra (0),29770.02,0.0,0.03890072469296664,29770.02,,,,
(Periodo atual: 3),,1158.693484639482,,29817.29,158.693484639482,29812.20082930438,29785.91,26.290829304380168
Compra (0),29824.01,0.0,0.03885102924252916,29827.38,,,,
(Periodo atual: 3),,1159.0773328083983,,29866.41,159.0773328083983,29872.57365235299,29833.89,38.68365235298916
Compra (0),29875.76,0.0,0.03879658066634618,29879.79,,,,
(Periodo atual: 3),,1160.0802244186236,,29925.0,160.08022441862363,29925.730056910303,29901.61,24.120056910302083
Compra (0),29913.81,0.0,0.03878075793149129,29921.21,,,,
(Periodo atual: 3),,1160.5378373622152,,29927.71,160.5378373622152,29959.231671047582,29925.61,33.62167104758191
Compra (0),30074.66,0.0,0.038588560514473486,30084.89,,,,
(Periodo atual: 3),,1161.2270290530037,,30130.03,161.22702905300366,30187.763342097336,30092.52,95.2433420973357
Compra (0),30117.47,0.0,0.038556592869620314,30136.11,,,,
(Periodo atual: 3),,1159.0431836328685,,30115.82,159.04318363286848,30194.00269584734,30060.83,133.1726958473373
Compra (0),30109.26,0.0,0.03849457554363238,30145.04,,,,
(Periodo atual: 3),,1155.2980463782287,,30094.78,155.29804637822872,30186.267010141426,30011.97,174.29701014142483
Compra (0),29979.99,0.0,0.03853563814992029,30065.65,,,,
(Periodo atual: 3),,1157.3188552428105,,30042.93,157.3188552428105,30087.769505624976,30032.43,55.33950562497557
Compra (0),29980.67,0.0,0.03860216783823746,30057.4,,,,
(Periodo atual: 3),,1156.8371001881894,,30016.49,156.83710018818942,30073.012885300577,29968.19,104.82288530057849
Compra (0),29986.42,0.0,0.0385786999644569,29990.0,,,,
(Periodo atual: 3),,1154.7577082601053,,29934.68,154.75770826010535,30029.933408713867,29932.52,97.41340871386637
Compra (0),29884.02,0.0,0.03864131091667404,29935.49,,,,
(Periodo atual: 3),,1157.8327837828542,,29963.61,157.83278378285422,29963.5669977445,29963.6,-0.0330022554990137
Compra (0),29962.32,0.0,0.03864296168597272,29984.91,,,,
(Periodo atual: 3),,1156.5096487747264,,30065.61,156.50964877472643,30019.06772533361,29928.08,90.98772533360898
Compra (0),29916.94,0.0,0.03865735094480674,29954.94,,,,
(Periodo atual: 3),,1154.2335039510963,,29881.12,154.23350395109628,29991.032724550223,29858.06,132.97272455022176
Compra (0),29871.79,0.0,0.038639582828852784,29874.89,,,,
(Periodo atual: 3),,1154.2025922848334,,29877.03,154.20259228483337,29911.744840118583,29870.99,40.75484011858134
Compra (0),29909.07,0.0,0.038590387206450534,29909.08,,,,
(Periodo atual: 3),,1155.6095978023807,,29953.0,155.60959780238068,29951.588858584386,29945.53,6.058858584387053
Compra (0),29969.64,0.0,0.03855934198083062,29971.67,,,,
(Periodo atual: 3),,1157.4357682385928,,30056.53,157.4357682385928,30011.300261940567,30017.0,-5.6997380594330025
Compra (0),29983.34,0.0,0.038602629601591845,30024.94,,,,
(Periodo atual: 3),,1161.9391510079145,,30146.74,161.93915100791446,30046.9444146645,30100.0,-53.05558533549993
Compra (0),30128.75,0.0,0.038565793503146144,30146.73,,,,
(Periodo atual: 3),,1154.9313606704577,,29989.93,154.9313606704577,30185.69235795431,29947.04,238.65235795431
Compra (0),29753.2,0.0,0.038817046928413,29962.57,,,,
(Periodo atual: 3),,1157.217684734541,,29882.79,157.21768473454108,29990.023646469956,29812.1,177.92364646995702
Compra (0),29857.71,0.0,0.038757750836703186,29861.98,,,,
(Periodo atual: 3),,1161.0023791037452,,29991.05,161.00237910374517,29913.21875621192,29955.36,-42.14124378807901
Compra (0),29910.01,0.0,0.03881651591235661,29980.06,,,,
(Periodo atual: 3),,1160.4003349419447,,29932.94,160.40033494194472,29997.75275497467,29894.5,103.2527549746701
Compra (0),29945.9,0.0,0.03874989013327182,29951.15,,,,
(Periodo atual: 3),,1158.5298777452115,,29929.92,158.52987774521148,29997.208295257184,29897.63,99.57829525718262
Compra (0),29891.42,0.0,0.038757940497480936,29897.63,,,,
(Periodo atual: 3),,1160.8755083041192,,29951.94,160.8755083041192,29942.458203021793,29951.94,-9.481796978205239
Compra (0),29897.56,0.0,0.03882843644444962,29951.94,,,,
(Periodo atual: 3),,1163.138817864466,,29974.46,163.1388178644661,29975.060936131402,29955.85,19.210936131403287
Compra (0),29938.04,0.0,0.03885153529972123,29969.63,,,,
(Periodo atual: 3),,1160.220679048104,,29926.92,160.2206790481041,29993.894034748122,29862.93,130.96403474812178
Compra (0),29871.24,0.0,0.03884072703537262,29880.05,,,,
(Periodo atual: 3),,1159.7817788326042,,29875.11,159.78177883260423,29913.16821640524,29859.94,53.228216405241255
Compra (0),29834.26,0.0,0.038874159400387485,29859.94,,,,
(Periodo atual: 3),,1161.2368386189607,,29884.79,161.23683861896075,29887.06669859685,29871.69,15.376698596850474
Compra (0),29862.71,0.0,0.038885849228652083,29888.0,,,,
(Periodo atual: 3),,1163.1667433161788,,29934.99,163.16674331617878,29918.217936328336,29912.34,5.877936328335636
Compra (0),29935.8,0.0,0.03885537528030582,29937.37,,,,
(Periodo atual: 3),,1161.8476033254124,,29917.23,161.84760332541236,29975.698259422083,29901.85,73.84825942208408
Compra (0),29899.64,0.0,0.038858247233926974,29912.38,,,,
(Periodo atual: 3),,1162.0951303602924,,29930.0,162.0951303602924,29942.893382460552,29906.01,36.88338246055355
Compra (0),29888.13,0.0,0.03888149343435981,29912.95,,,,
(Periodo atual: 3),,1160.558144924832,,29882.36,160.55814492483205,29938.623393544327,29848.6,90.02339354432843
Compra (0),29864.46,0.0,0.038860844794274936,29864.46,,,,
(Periodo atual: 3),,1158.1709232291198,,29809.28,158.1709232291198,29899.93476821078,29803.03,96.90476821078119
Compra (0),29808.6,0.0,0.03885358330244023,29842.02,,,,
(Periodo atual: 3),,1159.221524121618,,29849.39,159.2215241216179,29869.26850526597,29835.64,33.62850526596958
Compra (0),29969.92,0.0,0.03867950011617041,30048.58,,,,
(Periodo atual: 3),,1158.731068060145,,29999.12,158.73106806014493,30122.12520554522,29957.24,164.88520554521892
