Epoch,Loss
1,0.04406295716762543
2,0.0033412340562790632
3,0.002372720278799534
4,0.0020288031082600355
5,0.0018228343687951565
6,0.0016908702673390508
7,0.0015737187350168824
8,0.0015072450041770935
9,0.0014012462925165892
10,0.001359161571599543
11,0.0013266638852655888
12,0.0012260114308446646
13,0.0011616339907050133
14,0.0011014443589374423
15,0.0011519321706146002
16,0.0010199096286669374
17,0.001049978076480329
18,0.001093464670702815
19,0.0009822407737374306
20,0.0009613399743102491
21,0.0009356166701763868
22,0.000948853325098753
23,0.0009803586872294545
24,0.0009456209372729063
25,0.0008594676619395614
26,0.0008098576799966395
27,0.0007918587070889771
28,0.0008330369601026177
29,0.0007727981428615749
30,0.000738372269552201
31,0.0007393271662294865
32,0.0007370023522526026
33,0.000680848490446806
34,0.000771006045397371
35,0.0006774226785637438
36,0.0006976507720537484
37,0.0006379628321155906
38,0.0006930072559043765
39,0.0005924127763137221
40,0.0006245225085876882
41,0.0005529773770831525
42,0.0005219128215685487
43,0.0005008141743019223
44,0.0005105064483359456
45,0.0004620649269782007
46,0.0004743973258882761
47,0.0004395065188873559
48,0.0004199098329991102
49,0.0004462815704755485
50,0.0003903015749529004
51,0.0003886648337356746
52,0.00037269387394189835
53,0.0003374281513970345
54,0.00034439528826624155
55,0.0003540099423844367
56,0.0003319106763228774
57,0.00029316474683582783
58,0.0002698855532798916
59,0.000285906222416088
60,0.00028438642038963735
61,0.00032498646760359406
62,0.00028695721994154155
63,0.00022525695385411382
64,0.00022140810324344784
65,0.0002347316622035578
66,0.00022480842017102987
67,0.00020671448146458715
68,0.0002663689374458045
69,0.0002764404925983399
70,0.00024690359714441
71,0.0002540183486416936
72,0.0002032360207522288
73,0.0001937727938639
74,0.0001878395996754989
75,0.00019427546067163348
76,0.00017665018094703555
77,0.00018007146718446165
78,0.0001731124211801216
79,0.00017550749180372804
80,0.0001638508983887732
81,0.00019132155284751207
82,0.00015898335550446063
83,0.00016988262359518558
84,0.00016520092322025448
85,0.00015576388977933675
86,0.00017149695486295968
87,0.00014086956798564643
88,0.00014021732204128057
89,0.00015617613098584116
90,0.00014471181202679873
91,0.00013389492232818156
92,0.0001544299302622676
93,0.00015138417074922472
94,0.00015585983055643737
95,0.00016037613386288285
96,0.00012287085701245815
97,0.0001484593958593905
98,0.00012389052426442504
99,0.00012734121992252767
100,0.00012350099859759212
101,0.00011417076166253537
102,0.0001110425655497238
103,0.0001196216035168618
104,0.00010263163858326152
105,0.00012004122254438698
106,0.00010703609586926177
107,0.0001041130381054245
108,0.00011422057286836207
109,9.666279220255092e-05
110,0.00011376245674910024
111,0.00010858956375159323
112,9.599942859495059e-05
113,0.00011001310485880822
114,8.237427391577512e-05
115,8.450388122582808e-05
116,8.569598139729351e-05
117,8.078767859842628e-05
118,8.768728002905846e-05
119,7.855403237044811e-05
120,7.786373316776007e-05
121,8.554298256058246e-05
122,8.643048204248771e-05
123,9.363241406390443e-05
124,9.579553443472832e-05
125,6.831875361967832e-05
126,8.184416947187856e-05
127,7.431542326230556e-05
128,8.383605745621026e-05
129,6.550631223944947e-05
130,8.017005166038871e-05
131,6.000041321385652e-05
132,0.00011023625120287761
133,6.824852607678622e-05
134,7.467862451449037e-05
135,8.002328831935301e-05
136,6.910868250997737e-05
137,6.047424903954379e-05
138,7.858876051614061e-05
139,0.00011262130283284932
140,7.574661867693067e-05
141,0.00010445737279951572
142,8.279463509097695e-05
143,6.217649206519127e-05
144,6.007397678331472e-05
145,5.109874837216921e-05
146,5.6259446864714846e-05
147,5.113611405249685e-05
148,5.6000924814725295e-05
149,4.816023647435941e-05
150,4.41695810877718e-05
151,4.408841050462797e-05
152,6.345248402794823e-05
153,4.6015105908736587e-05
154,4.930733848595992e-05
155,4.5225227950140834e-05
156,5.427586074802093e-05
157,3.662392191472463e-05
158,4.915343743050471e-05
159,3.804820153163746e-05
160,4.296185579732992e-05
161,4.448612526175566e-05
162,4.122977043152787e-05
163,5.271846384857781e-05
164,4.2772033339133486e-05
165,3.7554640584858134e-05
166,4.2490082705626264e-05
167,3.3539159630890936e-05
168,3.481424937490374e-05
169,3.058601578231901e-05
170,3.964072675444186e-05
171,5.6610162573633716e-05
172,5.12432015966624e-05
173,3.678959183162078e-05
174,4.930955037707463e-05
175,2.8625394406844862e-05
176,5.005186903872527e-05
177,4.9985490477411076e-05
178,2.499952825019136e-05
179,2.7310108634992503e-05
180,2.6558085664873943e-05
181,3.3649703254923224e-05
182,2.452202170388773e-05
183,2.4375030989176594e-05
184,3.355123772053048e-05
185,3.0367891667992808e-05
186,2.368508285144344e-05
187,2.1128887965460308e-05
188,1.837078161770478e-05
189,2.2049713152227923e-05
190,2.9658789571840316e-05
191,2.7249558115727268e-05
192,1.9417213479755446e-05
193,1.8963513866765425e-05
194,2.1578105588559993e-05
195,2.067522655124776e-05
196,2.9253889806568623e-05
197,3.3844466088339686e-05
198,3.0746898119105026e-05
199,2.0910834791720845e-05
200,2.463990131218452e-05
201,1.9411512766964734e-05
202,2.172130552935414e-05
203,2.1000863853259943e-05
204,1.4457557881542016e-05
205,2.217987821495626e-05
206,3.121809277217835e-05
207,2.736568967520725e-05
208,1.9200171664124355e-05
209,1.676768806646578e-05
210,1.4368328265845776e-05
211,2.7875485102413222e-05
212,1.6065660020103678e-05
213,1.4968486539146397e-05
214,3.1156643672147766e-05
215,2.3027469069347717e-05
216,1.8776201613945886e-05
217,1.4105549780651927e-05
218,1.6005731595214456e-05
219,2.0977453459636308e-05
220,1.2435933058441151e-05
221,1.4327371900435537e-05
222,1.2579822396219242e-05
223,1.6969552234513685e-05
224,2.9929980883025564e-05
225,1.7286471120314673e-05
226,1.5922927559586242e-05
227,1.4843093595118262e-05
228,1.4166051187203266e-05
229,1.783086554496549e-05
230,1.389686167385662e-05
231,2.7651649361359887e-05
232,2.07576322281966e-05
233,1.0943697816401254e-05
234,1.071740553015843e-05
235,9.810718438529875e-06
236,1.1034032468160149e-05
237,1.2469475223042537e-05
238,1.3433439562504645e-05
239,2.8825124900322407e-05
240,2.2918246031622402e-05
241,1.065740616468247e-05
242,1.3683271390618756e-05
243,1.6382742614950985e-05
244,1.3114289686200209e-05
245,1.1285086657153443e-05
246,1.048104513756698e-05
247,8.992104085336905e-06
248,1.685467577772215e-05
249,9.578703611623496e-06
250,9.093130756809842e-06
251,1.9982393496320583e-05
252,1.5794306818861514e-05
253,2.1530251615331508e-05
254,1.296811842621537e-05
255,1.4100461157795507e-05
256,3.8284339098026976e-05
257,1.4460480088018812e-05
258,9.199794476444367e-06
259,1.164763125416357e-05
260,1.836351839301642e-05
261,1.2323992450546939e-05
262,7.538746103818994e-06
263,8.855274245433975e-06
264,1.066256118065212e-05
265,6.464082616730593e-06
266,8.283413080789614e-06
267,9.411602150066756e-06
268,9.288083674618974e-06
269,9.92537388810888e-06
270,1.430995780538069e-05
271,1.6139540093718097e-05
272,6.661809038632782e-06
273,6.0134548220958095e-06
274,6.911477157700574e-06
275,1.131642875407124e-05
276,1.3824793313688133e-05
277,8.808699021756183e-06
278,5.375855835154653e-06
279,6.621131433348637e-06
280,5.721410161640961e-06
281,7.606537110405043e-06
282,8.325253475049976e-06
283,7.701843060203828e-06
284,2.812261664075777e-05
285,1.5240743778122123e-05
286,6.918169219716219e-06
287,5.948399120825343e-06
288,1.0082422704726923e-05
289,6.390288945112843e-06
290,4.456533133634366e-06
291,5.477289050759282e-06
292,6.311237029876793e-06
293,6.749330623279093e-06
294,8.681976396474056e-06
295,5.202895408729091e-06
296,5.0800131248252e-06
297,7.900755008449778e-06
298,9.589743967808317e-06
299,7.745858056296129e-06
300,6.191885404405184e-06
301,6.8570311668736394e-06
302,6.22997777099954e-06
303,8.805493962427136e-06
304,9.884184692054987e-06
305,9.832583600655198e-06
306,1.488493762735743e-05
307,7.6869009717484e-06
308,5.786404472019058e-06
309,4.891341177426511e-06
310,4.4915982471138705e-06
311,5.561037141887937e-06
312,4.7389344217663165e-06
313,2.6297179829271045e-06
314,3.8532343751285225e-06
315,7.277119493664941e-06
316,5.410700850916328e-06
317,7.207374892459484e-06
318,3.335066367071704e-06
319,3.2756463497207733e-06
320,5.17306443725829e-06
321,3.65475216312916e-06
322,9.39670735533582e-06
323,5.2423229135456495e-06
324,4.013586021756055e-06
325,5.027331098972354e-06
326,1.0337867024645675e-05
327,6.654648586845724e-06
328,2.0580249838531017e-05
329,1.2779829376086127e-05
330,5.516608325706329e-06
331,7.523623480665265e-06
332,3.1164614483714104e-05
333,1.1144386007799767e-05
334,1.1925631952180993e-05
335,8.744228580326308e-06
336,6.120830676081823e-06
337,4.967187578586163e-06
338,4.805621756531764e-06
339,3.6000926684209844e-06
340,4.317590082791867e-06
341,3.6990525131841423e-06
342,3.678257826322806e-06
343,2.319200120837195e-06
344,4.197397174721118e-06
345,6.481102900579572e-06
346,6.980666512390599e-06
347,1.1529839866852853e-05
348,3.072555500693852e-06
349,3.028882474609418e-06
350,1.1544754670467228e-05
351,1.028509814204881e-05
352,5.622884600597899e-06
353,3.988585831393721e-06
354,3.050353825528873e-06
355,6.890668828418711e-06
356,1.2745562344207428e-05
357,9.525152563583106e-06
358,1.0136506716662552e-05
359,3.6057151646673447e-06
360,5.001798399462132e-06
361,3.782193743973039e-06
362,3.4557876915641828e-06
363,2.5174106212944025e-06
364,3.783097554332926e-06
365,3.859504886349896e-06
366,3.7715810776717262e-06
367,4.836271273234161e-06
368,5.086680630483897e-06
369,2.66980077867629e-06
370,4.627054295269772e-06
371,1.666865500737913e-05
372,2.3018732463242486e-05
373,3.3585963592486223e-06
374,2.2495441953651607e-06
375,3.518202220220701e-06
376,2.8453016511775786e-06
377,2.323148692084942e-06
378,2.196750529037672e-06
379,4.365768290881533e-06
380,7.495820227632066e-06
381,3.98616930397111e-06
382,2.33343826039345e-06
383,4.000689386884915e-06
384,2.1145599475858035e-06
385,2.381864533163025e-06
386,3.841948455374222e-06
387,3.6826322684646584e-06
388,2.3873706140875584e-06
389,5.446262093755649e-06
390,4.164489382674219e-06
391,8.94893855729606e-06
392,4.074607204529457e-06
393,2.309733417860116e-06
394,2.733103201535414e-06
395,5.7577394727559295e-06
396,1.1023708793800324e-05
397,1.1909446584468242e-05
398,3.080038004554808e-05
399,1.075734689948149e-05
400,2.8573347208293853e-06
401,3.587302671803627e-06
402,2.377534883635235e-06
403,8.076159247139003e-06
404,4.339643510320457e-06
405,2.5503127289994154e-06
406,7.191537861217512e-06
407,5.046044861956034e-06
408,7.165733222791459e-06
409,6.74493776386953e-06
410,4.199027898721397e-06
411,4.296396127756452e-06
412,8.394114956900012e-06
413,3.6696269489766564e-06
414,2.953422153950669e-06
415,2.5262268081860384e-06
416,3.249780775149702e-06
417,1.7586642570677213e-05
418,1.5214460290735587e-05
419,4.334423920226982e-06
420,3.5202451726945583e-06
421,1.4990789622970624e-06
422,2.0295622107369127e-06
423,3.442439265199937e-06
424,1.3083856629236834e-06
425,2.9031530175416265e-06
426,1.6198941921174992e-06
427,2.5604269922041567e-06
428,6.135890089353779e-06
429,3.965179985243594e-06
430,1.5960908967826981e-06
431,3.35939034812327e-06
432,1.1007462035195203e-06
433,1.1968207900281413e-06
434,5.0810126595024485e-06
435,7.71093436924275e-06
436,2.889816641982179e-06
437,1.8873867020374746e-06
438,1.5509956483583665e-06
439,1.3969624887977261e-06
440,2.1394205305114156e-06
441,8.89987632035627e-07
442,3.166795295328484e-06
443,3.4150930332543794e-06
444,2.662259248609189e-06
445,2.5534020551276626e-06
446,3.2998286769725382e-06
447,5.249158220976824e-06
448,4.162367076787632e-06
449,2.3196212168841157e-06
450,3.543475713740918e-06
451,3.316814172649174e-06
452,1.7640943497099215e-06
453,1.5078693422765355e-06
454,2.018381792368018e-06
455,1.5467031744265114e-06
456,3.0020091799087822e-06
457,8.30620774650015e-06
458,3.0764990697207395e-06
459,3.892927907145349e-06
460,2.0275795122870477e-06
461,1.5981564729372622e-06
462,2.4701951133465627e-06
463,1.3707663129025605e-06
464,1.983691390705644e-06
465,2.9853370051569073e-06
466,2.313040113222087e-06
467,8.514229193679057e-06
468,2.152201432181755e-06
469,2.7178778054803843e-06
470,1.7116783510573441e-06
471,5.617744136543479e-06
472,7.656615707674064e-06
473,1.6153079513969715e-06
474,1.3111124417264364e-06
475,1.7147873450085171e-06
476,3.117673941233079e-06
477,3.642989668151131e-06
478,3.5918963021686068e-06
479,4.112796432309551e-06
480,1.5376485862361733e-06
481,1.2709575685221353e-06
482,3.36944481205137e-06
483,3.0385260743059916e-06
484,2.0712875539175e-06
485,1.8917095303550013e-06
486,4.001207344117574e-06
487,2.212682375102304e-06
488,3.3365895433234982e-06
489,5.396080723585328e-06
490,1.1884212653967552e-06
491,1.3295639291754924e-06
492,6.110064987296937e-06
493,5.780790615972364e-06
494,1.6953230215221993e-06
495,1.006220372801181e-06
496,2.1933105927018914e-06
497,1.3071631883576629e-06
498,2.076699047393049e-06
499,3.385189529581112e-06
500,1.9602730390033685e-06
501,8.774421075941063e-06
502,2.433550798741635e-05
503,1.687656549620442e-05
504,1.1494153113744687e-05
505,5.994983894197503e-06
506,2.6921154585579643e-06
507,2.036967316598748e-06
508,1.8834417687685345e-06
509,1.4044994713913184e-06
510,1.5515972791035892e-06
511,1.165448225037835e-06
512,8.264112807410129e-07
513,1.23252038974897e-06
514,1.435399781257729e-06
515,7.070390779517766e-07
516,8.905253139346314e-07
517,1.1663247505566687e-06
518,7.653354714420857e-07
519,1.2783627880708082e-06
520,9.736826314110658e-07
521,4.994903974875342e-07
522,1.7037523321050685e-06
523,1.718658040772425e-06
524,1.6017071402529837e-06
525,1.8373746115685208e-06
526,4.395324140205048e-06
527,1.6781544900368317e-06
528,2.3023553694656584e-06
529,2.4035023216129048e-06
530,5.736077582696453e-06
531,3.4482579849282047e-06
532,2.5854346858977806e-06
533,5.332443379302276e-06
534,7.396668024739483e-06
535,7.1192030191014055e-06
