Tipo de Operação,Preço de Compra,Saldo,Ativo em Carteira,Lucro,Valor Previsto,Valor Real,Diferença
Venda por percentual de diferença (4),,1011.4516019048176,,11.451601904817608,[27179.36995782],27115.75,[63.61995782]
Compra (0),27140.51,0.0,0.03726722902056069,,,,
(no final do período 1),,0.0,,x,[27174.81636144],27135.47,[39.34636144]
Venda por percentual de diferença (2),,1012.1656420128515,,12.16564201285155,[27174.81636144],27159.67,[15.14636144]
Compra (3),27210.0,0.0,0.037198296288601676,,,,
(no final do período 4),,0.0,,x,[27174.81636144],27188.09,[-13.27363856]
Venda por percentual de diferença (0),,1012.454672775014,,12.454672775014046,[27264.97038452],27217.77,[47.20038452]
Compra (1),27256.95,0.0,0.037144826283755664,,,,
(no final do período 2),,0.0,,x,[27264.97038452],27220.22,[44.75038452]
Venda por prejuizo (3),,1009.2743327485988,,9.274332748598795,[27264.97038452],27171.33,[93.64038452]
Compra (4),27210.01,0.0,0.03709202358795895,,,,
(no final do período 0),,0.0,,x,[27239.11621869],27184.53,[54.58621869]
(no final do período 1),,0.0,,x,[27239.11621869],27204.04,[35.07621869]
Venda por percentual de diferença (2),,1009.6793776461793,,9.679377646179319,[27239.11621869],27220.93,[18.18621869]
Compra (3),27187.71,0.0,0.037137345427260306,,,,
(no final do período 4),,0.0,,x,[27239.11621869],27151.75,[87.36621869]
(no final do período 0),,0.0,,x,[27215.27668918],27170.01,[45.26668918]
Venda por percentual de diferença (1),,1009.7428825068598,,9.742882506859814,[27215.27668918],27189.42,[25.85668918]
Compra (2),27193.98,0.0,0.03713111808226894,,,,
(no final do período 3),,0.0,,x,[27215.27668918],27151.13,[64.14668918]
(no final do período 4),,0.0,,x,[27215.27668918],27168.8,[46.47668918]
(no final do período 0),,0.0,,x,[27212.35627362],27171.38,[40.97627362]
(no final do período 1),,0.0,,x,[27212.35627362],27192.04,[20.31627362]
Venda por percentual de diferença (2),,1010.0529273428469,,10.052927342846942,[27212.35627362],27202.33,[10.02627362]
Compra (3),27219.47,0.0,0.037107736753979666,,,,
Venda por prejuizo (4),,1006.0823995101711,,6.082399510171058,[27212.35627362],27112.47,[99.88627362]
Compra (0),27119.79,0.0,0.037097720871369984,,,,
Venda por percentual de diferença (1),,1006.5357336592191,,6.53573365921909,[27178.06450966],27132.01,[46.05450966]
Compra (2),27132.88,0.0,0.037096531354549135,,,,
Venda por percentual de diferença (3),,1006.5401852429817,,6.540185242981693,[27178.06450966],27133.0,[45.06450966]
Compra (4),27153.18,0.0,0.03706896154494544,,,,
Venda por percentual de diferença (0),,1006.6072800633781,,6.607280063378084,[27186.4444261],27154.99,[31.4544261]
Compra (1),27122.36,0.0,0.03711355796705663,,,,
(no final do período 2),,0.0,,x,[27186.4444261],27110.01,[76.4344261]
(no final do período 3),,0.0,,x,[27186.4444261],27112.19,[74.2544261]
Venda por percentual de diferença (4),,1007.1933031436779,,7.193303143677895,[27186.4444261],27138.15,[48.2944261]
Compra (0),27122.76,0.0,0.037134616946936004,,,,
(no final do período 1),,0.0,,x,[27168.74423599],27082.71,[86.03423599]
(no final do período 2),,0.0,,x,[27168.74423599],27072.35,[96.39423599]
(no final do período 3),,0.0,,x,[27168.74423599],27091.75,[76.99423599]
(no final do período 4),,0.0,,x,[27168.74423599],27090.94,[77.80423599]
(no final do período 0),,0.0,,x,[27130.55355437],27091.77,[38.78355437]
(no final do período 1),,0.0,,x,[27130.55355437],27096.13,[34.42355437]
(no final do período 2),,0.0,,x,[27130.55355437],27076.37,[54.18355437]
(no final do período 3),,0.0,,x,[27130.55355437],27096.38,[34.17355437]
(no final do período 4),,0.0,,x,[27130.55355437],27107.75,[22.80355437]
