Tipo de Operação,Preço de Compra,Saldo,Ativo em Carteira,Lucro,Valor Previsto,Valor Real,Diferença
Compra (0),214.7,0.0,4.657661853749418,,,,
(no final do período 1),,0.0,,x,[215.21304965],214.7,[0.51304965]
(no final do período 2),,0.0,,x,[215.21304965],214.5,[0.71304965]
(no final do período 3),,0.0,,x,[215.21304965],214.7,[0.51304965]
Venda por percentual de diferença (4),,1000.4657661853751,,0.46576618537505965,[215.21304965],214.8,[0.41304965]
Compra (0),215.2,0.0,4.649004489708992,,,,
Venda por percentual de diferença (1),,1002.3253679812586,,2.325367981258637,[215.68465436],215.6,[0.08465436]
Compra (2),215.3,0.0,4.6554824337262355,,,,
Venda por percentual de diferença (3),,1003.2564644680037,,3.256464468003742,[215.68465436],215.5,[0.18465436]
Compra (4),215.5,0.0,4.6554824337262355,,,,
Venda por percentual de diferença (0),,1004.187560954749,,4.18756095474896,[216.1403093],215.7,[0.4403093]
Compra (1),215.7,0.0,4.6554824337262355,,,,
Venda por percentual de diferença (2),,1005.5842056848669,,5.584205684866902,[216.1403093],216.0,[0.1403093]
Compra (3),215.8,0.0,4.65979706063423,,,,
Venda (4),,1007.4481245091205,,7.4481245091204755,[216.1403093],216.2,[-0.0596907]
Compra (0),215.8,0.0,4.6684343119050995,,,,
Venda por percentual de diferença (1),,1008.3818113715015,,8.381811371501499,[216.43451292],216.0,[0.43451292]
Compra (2),216.1,0.0,4.666273999868124,,,,
(no final do período 3),,0.0,,x,[216.43451292],215.7,[0.73451292]
(no final do período 4),,0.0,,x,[216.43451292],215.9,[0.53451292]
(no final do período 0),,0.0,,x,[216.27787081],215.8,[0.47787081]
(no final do período 1),,0.0,,x,[216.27787081],215.8,[0.47787081]
(no final do período 2),,0.0,,x,[216.27787081],215.8,[0.47787081]
(no final do período 3),,0.0,,x,[216.27787081],215.9,[0.37787081]
(no final do período 4),,0.0,,x,[216.27787081],215.7,[0.57787081]
(no final do período 0),,0.0,,x,[216.03939766],215.5,[0.53939766]
(no final do período 1),,0.0,,x,[216.03939766],215.6,[0.43939766]
(no final do período 2),,0.0,,x,[216.03939766],215.7,[0.33939766]
(no final do período 3),,0.0,,x,[216.03939766],215.8,[0.23939766]
(no final do período 4),,0.0,,x,[216.03939766],215.7,[0.33939766]
(no final do período 0),,0.0,,x,[216.12447195],215.7,[0.42447195]
(no final do período 1),,0.0,,x,[216.12447195],215.7,[0.42447195]
(no final do período 2),,0.0,,x,[216.12447195],215.7,[0.42447195]
(no final do período 3),,0.0,,x,[216.12447195],215.5,[0.62447195]
(no final do período 4),,0.0,,x,[216.12447195],215.7,[0.42447195]
(no final do período 0),,0.0,,x,[216.06176942],215.7,[0.36176942]
Venda por prejuizo (1),,1003.7155373716334,,3.715537371633445,[216.06176942],215.1,[0.96176942]
Compra (2),215.2,0.0,4.664105656931382,,,,
Venda por percentual de diferença (3),,1004.6483585030198,,4.6483585030198356,[216.06176942],215.4,[0.66176942]
Compra (4),215.5,0.0,4.661941338761113,,,,
(no final do período 0),,0.0,,x,[215.66530435],215.0,[0.66530435]
(no final do período 1),,0.0,,x,[215.66530435],215.1,[0.56530435]
Venda por prejuizo (2),,1001.3849995658871,,1.3849995658871421,[215.66530435],214.8,[0.86530435]
Compra (3),214.8,0.0,4.661941338761113,,,,
(no final do período 4),,0.0,,x,[215.66530435],214.7,[0.96530435]
(no final do período 0),,0.0,,x,[214.95760518],214.6,[0.35760518]
(no final do período 1),,0.0,,x,[214.95760518],214.5,[0.45760518]
(no final do período 2),,0.0,,x,[214.95760518],214.6,[0.35760518]
(no final do período 3),,0.0,,x,[214.95760518],214.8,[0.15760518]
Venda por percentual de diferença (4),,1001.8511936997633,,1.8511936997632574,[214.95760518],214.9,[0.05760518]
Compra (0),214.7,0.0,4.666284088028706,,,,
Venda por percentual de diferença (1),,1003.2510789261719,,3.2510789261718855,[215.21308588],215.0,[0.21308588]
Compra (2),215.0,0.0,4.666284088028706,,,,
(no final do período 3),,0.0,,x,[215.21308588],214.8,[0.41308588]
(no final do período 4),,0.0,,x,[215.21308588],215.0,[0.21308588]
Venda por percentual de diferença (0),,1003.7177073349746,,3.717707334974648,[215.58972582],215.1,[0.48972582]
Compra (1),214.7,0.0,4.674977677386934,,,,
Venda por percentual de diferença (2),,1005.1202006381909,,5.120200638190909,[215.58972582],215.0,[0.58972582]
Compra (3),214.8,0.0,4.679330543008337,,,,
Venda por percentual de diferença (4),,1006.0560667467925,,6.056066746792453,[215.58972582],215.0,[0.58972582]
Compra (0),215.1,0.0,4.67715512202135,,,,
Venda por percentual de diferença (1),,1006.9914977711968,,6.991497771196805,[215.53185866],215.3,[0.23185866]
Compra (2),215.0,0.0,4.683681384982311,,,,
Venda por percentual de diferença (3),,1007.9282340481933,,7.928234048193303,[215.53185866],215.2,[0.33185866]
Compra (4),215.1,0.0,4.685858828675934,,,,
