Tipo de Operação,Preço de Compra,Saldo,Ativo em Carteira,Lucro,Valor Previsto,Valor Real,Diferença
Compra (0),16.02,0.0,62.421972534332085,,,,
(no final do período 1),,0.0,,x,[16.06041319],16.02,[0.04041319]
(no final do período 2),,0.0,,x,[16.06041319],15.99,[0.07041319]
Venda por percentual de diferença (3),,1001.2484394506865,,1.2484394506865328,[16.06041319],16.04,[0.02041319]
Compra (4),16.01,0.0,62.538940627775546,,,,
Venda por percentual de diferença (0),,1004.3753864820752,,4.375386482075214,[16.10334414],16.06,[0.04334414]
Compra (1),16.06,0.0,62.538940627775546,,,,
(no final do período 2),,0.0,,x,[16.10334414],16.03,[0.07334414]
(no final do período 3),,0.0,,x,[16.10334414],16.03,[0.07334414]
(no final do período 4),,0.0,,x,[16.10334414],16.03,[0.07334414]
Venda por percentual de diferença (0),,1005.000775888353,,5.000775888353019,[16.11925761],16.07,[0.04925761]
Compra (1),16.03,0.0,62.69499537669076,,,,
(no final do período 2),,0.0,,x,[16.11925761],16.03,[0.08925761]
Venda por percentual de diferença (3),,1008.7624756109543,,8.762475610954311,[16.11925761],16.09,[0.02925761]
Compra (4),16.59,0.0,60.80545362332455,,,,
Venda por percentual de diferença (0),,1014.8430209732869,,14.843020973286912,[16.93713723],16.69,[0.24713723]
Compra (1),16.8,0.0,60.40732267698136,,,,
Venda por prejuizo (2),,1007.5941422520491,,7.594142252049096,[16.93713723],16.68,[0.25713723]
Compra (3),16.52,0.0,60.992381492254786,,,,
Venda por percentual de diferença (4),,1012.4735327714295,,12.473532771429518,[16.93713723],16.6,[0.33713723]
Compra (0),16.46,0.0,61.51115022912694,,,,
(no final do período 1),,0.0,,x,[16.64253938],16.43,[0.21253938]
(no final do período 2),,0.0,,x,[16.64253938],16.44,[0.20253938]
(no final do período 3),,0.0,,x,[16.64253938],16.43,[0.21253938]
Venda por prejuizo (4),,1007.5526407530992,,7.55264075309924,[16.64253938],16.38,[0.26253938]
Compra (0),16.42,0.0,61.36130577059069,,,,
(no final do período 1),,0.0,,x,[16.48686318],16.4,[0.08686318]
(no final do período 2),,0.0,,x,[16.48686318],16.4,[0.08686318]
Venda por percentual de diferença (3),,1010.0070929839228,,10.007092983922803,[16.48686318],16.46,[0.02686318]
Compra (4),16.45,0.0,61.39860747622631,,,,
Venda por percentual de diferença (0),,1010.6210790586852,,10.621079058685154,[16.56078046],16.46,[0.10078046]
Compra (1),16.47,0.0,61.36132841886371,,,,
Venda por percentual de diferença (2),,1011.8483056270625,,11.848305627062473,[16.56078046],16.49,[0.07078046]
Compra (3),16.52,0.0,61.24989743505221,,,,
Venda por percentual de diferença (4),,1013.6858025501142,,13.685802550114204,[16.56078046],16.55,[0.01078046]
Compra (0),16.53,0.0,61.324004993957296,,,,
Venda por prejuizo (1),,1008.166642100658,,8.16664210065801,[16.58236496],16.44,[0.14236496]
Compra (2),16.41,0.0,61.43611469230091,,,,
Venda por percentual de diferença (3),,1012.467170129119,,12.46717012911904,[16.58236496],16.48,[0.10236496]
Compra (4),16.51,0.0,61.324480322781284,,,,
Venda por prejuizo (0),,1008.1744565065244,,8.174456506524393,[16.53561217],16.44,[0.09561217]
Compra (1),16.49,0.0,61.13853587062004,,,,
Venda por prejuizo (2),,1005.1175297129935,,5.117529712993473,[16.53561217],16.44,[0.09561217]
Compra (3),16.41,0.0,61.250306502924644,,,,
Venda por prejuizo (4),,1000.8300082577887,,0.8300082577886769,[16.53561217],16.34,[0.19561217]
Compra (0),16.35,0.0,61.21284454176077,,,,
(no final do período 1),,0.0,,x,[16.39718425],16.33,[0.06718425]
Venda por prejuizo (2),,997.7693660307006,,-2.230633969299447,[16.39718425],16.3,[0.09718425]
Compra (3),16.35,0.0,61.02564929851379,,,,
Venda por percentual de diferença (4),,998.9898790166708,,-1.010120983329216,[16.39718425],16.37,[0.02718425]
Compra (0),16.35,0.0,61.10029841080555,,,,
Venda por percentual de diferença (1),,1000.8228879689949,,0.8228879689949053,[16.41151485],16.38,[0.03151485]
Compra (2),16.38,0.0,61.10029841080555,,,,
(no final do período 3),,0.0,,x,[16.41151485],16.38,[0.03151485]
(no final do período 4),,0.0,,x,[16.41151485],16.37,[0.04151485]
(no final do período 0),,0.0,,x,[16.42532079],16.38,[0.04532079]
Venda por prejuizo (1),,996.5458670802384,,-3.454132919761605,[16.42532079],16.31,[0.11532079]
Compra (2),16.33,0.0,61.025466447044614,,,,
(no final do período 3),,0.0,,x,[16.42532079],16.3,[0.12532079]
Venda por percentual de diferença (4),,997.156121744709,,-2.8438782552909743,[16.42532079],16.34,[0.08532079]
Compra (0),16.35,0.0,60.98814200273449,,,,
(no final do período 1),,0.0,,x,[16.38852954],16.34,[0.04852954]
(no final do período 2),,0.0,,x,[16.38852954],16.32,[0.06852954]
(no final do período 3),,0.0,,x,[16.38852954],16.35,[0.03852954]
(no final do período 4),,0.0,,x,[16.38852954],16.31,[0.07852954]
(no final do período 0),,0.0,,x,[16.35856574],16.33,[0.02856574]
Venda por prejuizo (1),,994.1067146445722,,-5.893285355427793,[16.35856574],16.3,[0.05856574]
Compra (2),16.32,0.0,60.9134016326331,,,,
(no final do período 3),,0.0,,x,[16.35856574],16.3,[0.05856574]
(no final do período 4),,0.0,,x,[16.35856574],16.3,[0.05856574]
(no final do período 0),,0.0,,x,[16.347717],16.32,[0.027717]
(no final do período 1),,0.0,,x,[16.347717],16.28,[0.067717]
(no final do período 2),,0.0,,x,[16.347717],16.29,[0.057717]
Venda por percentual de diferença (3),,994.7158486608984,,-5.284151339101641,[16.347717],16.33,[0.017717]
Compra (4),16.35,0.0,60.83888982635463,,,,
(no final do período 0),,0.0,,x,[16.37708289],16.32,[0.05708289]
(no final do período 1),,0.0,,x,[16.37708289],16.35,[0.02708289]
(no final do período 2),,0.0,,x,[16.37708289],16.34,[0.03708289]
Venda por prejuizo (3),,991.6739041695805,,-8.32609583041949,[16.37708289],16.3,[0.07708289]
Compra (4),16.27,0.0,60.9510697092551,,,,
Venda por percentual de diferença (0),,992.2834148666731,,-7.71658513332693,[16.31625114],16.28,[0.03625114]
Compra (1),16.3,0.0,60.87628312065479,,,,
Venda (2),,995.3272290227059,,-4.672770977294135,[16.31625114],16.35,[-0.03374886]
Compra (3),16.37,0.0,60.801907698393755,,,,
(no final do período 4),,0.0,,x,[16.31625114],16.34,[-0.02374886]
Venda por percentual de diferença (0),,998.3673244076256,,-1.6326755923744258,[16.4773892],16.42,[0.0573892]
Compra (1),16.57,0.0,60.25149815374928,,,,
Venda por prejuizo (2),,995.3547494999381,,-4.645250500061934,[16.4773892],16.52,[-0.0426108]
Compra (3),16.48,0.0,60.397739654122454,,,,
Venda (4),,997.1666816895618,,-2.8333183104382442,[16.4773892],16.51,[-0.0326108]
Compra (0),16.49,0.0,60.470993431750266,,,,
Venda por percentual de diferença (1),,998.376101558197,,-1.6238984418030213,[16.55141574],16.51,[0.04141574]
Compra (2),16.5,0.0,60.50764251867861,,,,
(no final do período 3),,0.0,,x,[16.55141574],16.46,[0.09141574]
Venda por prejuizo (4),,994.1405665818895,,-5.859433418110484,[16.55141574],16.43,[0.12141574]
Compra (0),16.46,0.0,60.39736127471989,,,,
(no final do período 1),,0.0,,x,[16.49854471],16.44,[0.05854471]
(no final do período 2),,0.0,,x,[16.49854471],16.43,[0.06854471]
Venda por prejuizo (3),,989.9127512926591,,-10.087248707340905,[16.49854471],16.39,[0.10854471]
Compra (4),16.42,0.0,60.28701286800603,,,,
(no final do período 0),,0.0,,x,[16.47212308],16.42,[0.05212308]
(no final do período 1),,0.0,,x,[16.47212308],16.42,[0.05212308]
Venda por percentual de diferença (2),,992.3242318073793,,-7.675768192620694,[16.47212308],16.46,[0.01212308]
Compra (3),16.49,0.0,60.177333645080616,,,,
Venda por prejuizo (4),,986.3064984428713,,-13.693501557128684,[16.47212308],16.39,[0.08212308]
Compra (0),16.38,0.0,60.21407194400924,,,,
Venda por percentual de diferença (1),,988.7150613206319,,-11.28493867936811,[16.45655486],16.42,[0.03655486]
Compra (2),16.4,0.0,60.28750373906293,,,,
Venda por percentual de diferença (3),,990.5236864328039,,-9.476313567196144,[16.45655486],16.43,[0.02655486]
Compra (4),16.45,0.0,60.21420586217653,,,,
(no final do período 0),,0.0,,x,[16.47872447],16.42,[0.05872447]
Venda por prejuizo (1),,987.512976139695,,-12.487023860305044,[16.47872447],16.4,[0.07872447]
Compra (2),16.36,0.0,60.36142885939456,,,,
(no final do período 3),,0.0,,x,[16.47872447],16.33,[0.14872447]
Venda por percentual de diferença (4),,988.116590428289,,-11.883409571711013,[16.47872447],16.37,[0.10872447]
Compra (0),16.31,0.0,60.58348193919614,,,,
Venda por prejuizo (1),,984.4815815119373,,-15.518418488062707,[16.39502224],16.25,[0.14502224]
Compra (2),16.24,0.0,60.620787038912404,,,,
Venda por percentual de diferença (3),,986.906412993494,,-13.093587006506027,[16.39502224],16.28,[0.11502224]
Compra (4),16.3,0.0,60.546405705122325,,,,
Venda por percentual de diferença (0),,987.5118770505451,,-12.488122949454919,[16.34875085],16.31,[0.03875085]
Compra (1),16.29,0.0,60.62074137817957,,,,
(no final do período 2),,0.0,,x,[16.34875085],16.29,[0.05875085]
Venda por percentual de diferença (3),,988.7242918781086,,-11.275708121891398,[16.34875085],16.31,[0.03875085]
Compra (4),16.32,0.0,60.58359631606057,,,,
(no final do período 0),,0.0,,x,[16.3526025],16.31,[0.0426025]
Venda (1),,991.7534716939116,,-8.246528306088408,[16.3526025],16.37,[-0.0173975]
Compra (2),16.35,0.0,60.65770469075911,,,,
Venda (3),,992.9666257877267,,-7.033374212273316,[16.3526025],16.37,[-0.0173975]
Compra (4),16.39,0.0,60.58368674726825,,,,
Venda por percentual de diferença (0),,994.7841363901448,,-5.215863609855205,[16.4822749],16.42,[0.0622749]
Compra (1),16.41,0.0,60.62060550823551,,,,
Venda por percentual de diferença (2),,995.3903424452272,,-4.6096575547727525,[16.4822749],16.42,[0.0622749]
Compra (3),16.43,0.0,60.583709217603605,,,,
(no final do período 4),,0.0,,x,[16.4822749],16.43,[0.0522749]
Venda por percentual de diferença (0),,1010.5362697496281,,10.536269749628104,[16.92586496],16.68,[0.24586496]
Compra (1),16.68,0.0,60.583709217603605,,,,
Venda por percentual de diferença (2),,1015.3829664870365,,15.38296648703647,[16.92586496],16.76,[0.16586496]
Compra (3),16.69,0.0,60.837805062135196,,,,
Venda por prejuizo (4),,1012.3410762339297,,12.341076233929698,[16.92586496],16.64,[0.28586496]
Compra (0),16.7,0.0,60.6192261217922,,,,
(no final do período 1),,0.0,,x,[16.76399278],16.7,[0.06399278]
(no final do período 2),,0.0,,x,[16.76399278],16.67,[0.09399278]
Venda por prejuizo (3),,1007.4915381441865,,7.4915381441865065,[16.76399278],16.62,[0.14399278]
Compra (4),16.67,0.0,60.437404807689646,,,,
(no final do período 0),,0.0,,x,[16.74803386],16.66,[0.08803386]
(no final do período 1),,0.0,,x,[16.74803386],16.65,[0.09803386]
Venda por percentual de diferença (2),,1009.9090343364941,,9.909034336494074,[16.74803386],16.71,[0.03803386]
Compra (3),16.74,0.0,60.329094046385556,,,,
Venda (4),,1015.9419437411327,,15.941943741132718,[16.74803386],16.84,[-0.09196614]
Compra (0),16.8,0.0,60.472734746495995,,,,
Venda por percentual de diferença (1),,1017.7561257835275,,17.756125783527523,[16.91223834],16.83,[0.08223834]
Compra (2),16.81,0.0,60.54468327088207,,,,
Venda por percentual de diferença (3),,1019.572466281654,,19.572466281653988,[16.91223834],16.84,[0.07223834]
Compra (4),16.81,0.0,60.65273446053861,,,,
Venda por percentual de diferença (0),,1020.1789936262594,,20.1789936262594,[16.8524802],16.82,[0.0324802]
Compra (1),16.85,0.0,60.54474739621717,,,,
(no final do período 2),,0.0,,x,[16.8524802],16.81,[0.0424802]
Venda por prejuizo (3),,1015.3354138345619,,15.335413834561905,[16.8524802],16.77,[0.0824802]
Compra (4),16.74,0.0,60.65325052775161,,,,
(no final do período 0),,0.0,,x,[16.77757218],16.72,[0.05757218]
(no final do período 1),,0.0,,x,[16.77757218],16.74,[0.03757218]
(no final do período 2),,0.0,,x,[16.77757218],16.7,[0.07757218]
(no final do período 3),,0.0,,x,[16.77757218],16.72,[0.05757218]
Venda por prejuizo (4),,1009.2700887817869,,9.270088781786853,[16.77757218],16.64,[0.13757218]
Compra (0),16.65,0.0,60.616822149056276,,,,
Venda por percentual de diferença (1),,1009.8762570032776,,9.876257003277601,[16.6924207],16.66,[0.0324207]
Compra (2),16.71,0.0,60.435443267700634,,,,
(no final do período 3),,0.0,,x,[16.6924207],16.71,[-0.0175793]
(no final do período 4),,0.0,,x,[16.6924207],16.71,[-0.0175793]
(no final do período 0),,0.0,,x,[16.74429148],16.67,[0.07429148]
(no final do período 1),,0.0,,x,[16.74429148],16.69,[0.05429148]
Venda por percentual de diferença (2),,1010.4806114359545,,10.480611435954529,[16.74429148],16.72,[0.02429148]
Compra (3),16.74,0.0,60.363238437034326,,,,
(no final do período 4),,0.0,,x,[16.74429148],16.73,[0.01429148]
Venda por percentual de diferença (0),,1011.6878762046954,,11.687876204695385,[16.8138814],16.76,[0.0538814]
Compra (1),16.74,0.0,60.43535700147524,,,,
(no final do período 2),,0.0,,x,[16.8138814],16.7,[0.1138814]
Venda por prejuizo (3),,1008.0617547846069,,8.061754784606933,[16.8138814],16.68,[0.1338814]
Compra (4),16.68,0.0,60.43535700147524,,,,
(no final do período 0),,0.0,,x,[16.72020168],16.65,[0.07020168]
(no final do período 1),,0.0,,x,[16.72020168],16.66,[0.06020168]
(no final do período 2),,0.0,,x,[16.72020168],16.66,[0.06020168]
(no final do período 3),,0.0,,x,[16.72020168],16.67,[0.05020168]
(no final do período 4),,0.0,,x,[16.72020168],16.65,[0.07020168]
(no final do período 0),,0.0,,x,[16.72252123],16.68,[0.04252123]
Venda por percentual de diferença (1),,1009.8748154946513,,9.87481549465133,[16.72252123],16.71,[0.01252123]
Compra (2),16.72,0.0,60.39921145302939,,,,
Venda por prejuizo (3),,1005.042878578409,,5.042878578409045,[16.72252123],16.64,[0.08252123]
Compra (4),16.61,0.0,60.50830093789338,,,,
